codigo_CIE_10,Descripcion Codigo Cie X,Codigo_dx_agrupado,Cod_capitulo_dx,Codigo _sub_grupo_dx,cod_sexo,Edad Minima,Edad maxima
D562,DELTA-BETA TALASEMIA,D56,III,D5,A,0,999
D563,RASGO TALASEMICO,D56,III,D5,A,0,999
D564,PERSISTENCIA HEREDITARIA DE LA HEMOGLOBINA FETAL PHHF,D56,III,D5,A,0,999
D568,OTRAS TALASEMIAS,D56,III,D5,A,0,999
D569,TALASEMIA NO ESPECIFICADA,D56,III,D5,A,0,999
D570,ANEMIA FALCIFORME CON CRISIS,D57,III,D5,A,0,999
D571,ANEMIA FALCIFORME SIN CRISIS,D57,III,D5,A,0,999
D572,TRASTORNOS FALCIFORMES HETEROCIGOTICOS DOBLES,D57,III,D5,A,0,999
D573,RASGO DREPANOCITICO,D57,III,D5,A,0,999
D578,OTROS TRASTORNOS FALCIFORMES,D57,III,D5,A,0,999
D580,ESFEROCITOSIS HEREDITARIA,D58,III,D5,A,0,999
D581,ELIPTOCITOSIS HEREDITARIA,D58,III,D5,A,0,999
D582,OTRAS HEMOGLOBINOPATIAS,D58,III,D5,A,0,999
D588,OTRAS ANEMIAS HEMOLITICAS HEREDITARIAS ESPECIFICADAS,D58,III,D5,A,0,999
D589,ANEMIA HEMOLITICA HEREDITARIA SIN OTRA ESPECIFICACION,D58,III,D5,A,0,999
D590,ANEMIA HEMOLITICA AUTOINMUNE INDUCIDA POR DROGAS,D59,III,D5,A,0,999
D591,OTRAS ANEMIAS HEMOLITICAS AUTOINMUNES,D59,III,D5,A,0,999
D592,ANEMIA HEMOLITICA NO AUTOINMUNE INDUCIDA POR DROGAS,D59,III,D5,A,0,999
D593,SINDROME HEMOLITICO-UREMICO,D59,III,D5,A,0,999
D594,OTRAS ANEMIAS HEMOLITICAS NO AUTOINMUNES,D59,III,D5,A,0,999
D595,HEMOGLOBINURIA PAROXISTICA NOCTURNA [MARCHIAFAVA-MICHELI],D59,III,D5,A,0,999
D596,HEMOGLOBINURIA DEBIDA A HEMOLISIS POR OTRAS CAUSAS EXTERNAS,D59,III,D5,A,0,999
D598,OTRAS ANEMIAS HEMOLITICAS ADQUIRIDAS,D59,III,D5,A,0,999
D599,ANEMIAS HEMOLITICA ADQUIRIDA SIN OTRA ESPECIFICACION,D59,III,D5,A,0,999
D600,APLASIA CRONICA ADQUIRIDA EXCLUSIVA DE LA SERIE ROJA,D60,III,D6,A,0,999
D601,APLASIA TRANSITORIA ADQUIRIDA EXCLUSIVA DE LA SERIE ROJA,D60,III,D6,A,0,999
D608,OTRAS APLASIAS ADQUIRIDAS EXCLUSIVAS DE LA SERIE ROJA,D60,III,D6,A,0,999
D609,APLASIA ADQUIRIDA EXCLUSIVA DE LA SERIE ROJA NO ESPECIFICADA,D60,III,D6,A,0,999
D610,ANEMIA APLASTICA CONSTITUCIONAL,D61,III,D6,A,0,999
D611,ANEMIA APLASTICA INDUCIDA POR DROGAS,D61,III,D6,A,0,999
D612,ANEMIA APLASTICA DEBIDA A OTROS AGENTES EXTERNOS,D61,III,D6,A,0,999
D613,ANEMIA APLASTICA IDIOPATICA,D61,III,D6,A,0,999
D618,OTRAS ANEMIAS APLASTICAS ESPECIFICADAS,D61,III,D6,A,0,999
D619,ANEMIA APLASTICA SIN OTRA ESPECIFICACION,D61,III,D6,A,0,999
D62X,ANEMIA POSTHEMORRAGICA AGUDA,D62,III,D6,A,0,999
D630,ANEMIA EN ENFERMEDAD NEOPLASICA C00-D48†,D63,III,D6,A,0,999
D638,ANEMIA EN OTRAS ENFERMEDADES CRONICAS CLASIFICADAS EN OTRA PARTE,D63,III,D6,A,0,999
D640,ANEMIA SIDEROBLASTICA HEREDITARIA,D64,III,D6,A,0,999
D641,ANEMIA SIDEROBLASTICA SECUNDARIA A OTRA ENFERMEDAD,D64,III,D6,A,0,999
D642,ANEMIA SIDEROBLASTICA SECUNDARIA DEBIDA A DROGAS Y TOXINAS,D64,III,D6,A,0,999
D643,OTRAS ANEMIAS SIDEROBLASTICAS,D64,III,D6,A,0,999
D644,ANEMIA DISERITROPOYETICA CONGENITA,D64,III,D6,A,0,999
D648,OTRAS ANEMIAS ESPECIFICADAS,D64,III,D6,A,0,999
D649,ANEMIA DE TIPO NO ESPECIFICADO,D64,III,D6,A,0,999
D65X,COAGULACION INTRAVASCULAR DISEMINADA [SINDROME DE DESFIBRINACION],D65,III,D6,A,0,999
D66X,DEFICIENCIA HEREDITARIA DEL FACTOR VIII,D66,III,D6,M,0,999
D67X,DEFICIENCIA HEREDITARIA DEL FACTOR IX,D67,III,D6,M,0,999
D680,ENFERMEDAD DE VON WILLEBRAND,D68,III,D6,A,0,999
D681,DEFICIENCIA HEREDITARIA DEL FACTOR XI,D68,III,D6,M,0,999
D682,DEFICIENCIA HEREDITARIA DE OTROS FACTORES DE LA COAGULACION,D68,III,D6,A,0,999
D683,TRASTORNO HEMORRAGICO DEBIDO A ANTICOAGULANTES CIRCULANTES,D68,III,D6,A,0,999
D684,DEFICIENCIA ADQUIRIDA DE FACTORES DE LA COAGULACION,D68,III,D6,A,0,999
D688,OTROS DEFECTOS ESPECIFICADOS DE LA COAGULACION,D68,III,D6,A,0,999
D689,DEFECTO DE LA COAGULACION NO ESPECIFICADO,D68,III,D6,A,0,999
D690,PURPURA ALERGICA,D69,III,D6,A,0,999
D691,DEFECTOS CUALITATIVOS DE LAS PLAQUETAS,D69,III,D6,A,0,999
D692,OTRAS PURPURAS NO TROMBOCITOPENICAS,D69,III,D6,A,0,999
D693,PURPURA TROMBOCITOPENICA IDIOPATICA,D69,III,D6,A,0,999
D694,OTRAS TROMBOCITOPENIAS PRIMARIAS,D69,III,D6,A,0,999
D695,TROMBOCITOPENIA SECUNDARIA,D69,III,D6,A,0,999
D696,TROMBOCITOPENIA NO ESPECIFICADA,D69,III,D6,A,0,999
D698,OTRAS AFECCIONES HEMORRAGICAS ESPECIFICADAS,D69,III,D6,A,0,999
D699,AFECCION HEMORRAGICA NO ESPECIFICADA,D69,III,D6,A,0,999
D70X,AGRANULOCITOSIS,D70,III,D7,A,0,999
D71X,TRASTORNOS FUNCIONALES DE LOS POLIMORFONUCLEARES NEUTROFILOS,D71,III,D7,A,0,999
D720,ANOMALIAS GENETICAS DE LOS LEUCOCITOS,D72,III,D7,A,0,999
D721,EOSINOFILIA,D72,III,D7,A,0,999
D728,OTROS TRASTORNOS ESPECIFICADOS DE LOS LEUCOCITOS,D72,III,D7,A,0,999
D729,TRASTORNOS DE LOS LEUCOCITOS NO ESPECIFICADO,D72,III,D7,A,0,999
D730,HIPOESPLENISMO,D73,III,D7,A,0,999
D731,HIPERESPLENISMO,D73,III,D7,A,0,999
D732,ESPLENOMEGALIA CONGESTIVA CRONICA,D73,III,D7,A,0,999
D733,ABSCESO DEL BAZO,D73,III,D7,A,0,999
D734,QUISTE DEL BAZO,D73,III,D7,A,0,999
D735,INFARTO DEL BAZO,D73,III,D7,A,0,999
D738,OTRAS ENFERMEDADES DEL BAZO,D73,III,D7,A,0,999
D739,ENFERMEDAD DEL BAZO NO ESPECIFICADA,D73,III,D7,A,0,999
D740,METAHEMOGLOBINEMIA CONGENITA,D74,III,D7,A,0,999
D748,OTRAS METAHEMOGLOBINEMIAS,D74,III,D7,A,0,999
D749,METAHEMOGLOBINEMIA NO ESPECIFICADA,D74,III,D7,A,0,999
D750,ERITROCITOSIS FAMILIAR,D75,III,D7,A,0,999
D751,POLICITEMIA SECUNDARIA,D75,III,D7,A,0,999
D752,TROMBOCITOSIS ESENCIAL,D75,III,D7,A,0,999
D758,OTRAS ENFERMEDADES ESPECIFICADAS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS,D75,III,D7,A,0,999
D759,ENFERMEDAD DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS NO ESPECIFICADA,D75,III,D7,A,0,999
D760,HISTIOCITOSIS DE LAS CELULAS DE LANGERHANS NO CLASIFICADA EN OTRA PARTE,D76,III,D7,A,0,999
D761,LINFOHISTIOCITOSIS HEMOFAGOCITICA,D76,III,D7,A,0,999
D762,SINDROME HEMOFAGOCITICO ASOCIADO A INFECCION,D76,III,D7,A,0,999
D763,OTROS SINDROMES HISTIOCITICOS,D76,III,D7,A,0,999
D77X,OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,D77,III,D7,A,0,999
D800,HIPOGAMMAGLOBULINEMIA HEREDITARIA,D80,III,D8,A,0,999
D801,HIPOGAMMAGLOBULINEMIA NO FAMILIAR,D80,III,D8,A,0,999
D802,DEFICIENCIA SELECTIVA DE INMUNOGLOBULINA A [IgA],D80,III,D8,A,0,999
D803,DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IgG],D80,III,D8,A,0,999
D804,DEFICIENCIA SELECTIVA DE INMUNOGLOBULINA M [IgM],D80,III,D8,A,0,999
D805,INMUNODEFICIENCIA CON INCREMENTO DE INMUNOGLOBULINA M [IgM],D80,III,D8,A,0,999
D806,DEFICIENCIA DE ANTICUERPOS CON INMUNOGLOBULINAS CASI NORMALES O CON HIPERINMUNOGLOBULINEMIA,D80,III,D8,A,0,999
D807,HIPOGAMMAGLOBULINEMIA TRANSITORIA DE LA INFANCIA,D80,III,D8,A,0,999
D808,OTRAS INMUNODEFICIENCIAS CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS,D80,III,D8,A,0,999
D809,INMUNODEFICIENCIA CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS NO ESPECIFICADA,D80,III,D8,A,0,999
D810,INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON DISGENESIA RETICULAR,D81,III,D8,A,0,999
D811,INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON LINFOCITOPENIA T Y B,D81,III,D8,A,0,999
D812,INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON CIFRA BAJA O NORMAL DE LINFOCITOS B,D81,III,D8,A,0,999
D813,DEFICIENCIA DE LA ADENOSINA DEAMINASA [ADA],D81,III,D8,A,0,999
D814,SINDROME DE NEZELOF,D81,III,D8,A,0,999
D815,DEFICIENCIA DE LA FOSFORILASA PURINONUCLEOSIDA [FPN],D81,III,D8,A,0,999
D816,DEFICIENCIA DE LA CLASE I DEL COMPLEJO DE HISTOCOMPATIBILIDAD MAYOR,D81,III,D8,A,0,999
D817,DEFICIENCIA DE LA CLASE II DEL COMPLEJO DE HISTOCOMPATIBILIDAD MAYOR,D81,III,D8,A,0,999
D818,OTRAS INMUNODEFICIENCIAS COMBINADAS,D81,III,D8,A,0,999
D819,INMUNODEFICIENCIA COMBINADA NO ESPECIFICADA,D81,III,D8,A,0,999
D820,SINDROME DE WISKOTT-ALDRICH,D82,III,D8,A,0,999
D821,SINDROME DE DI GEORGE,D82,III,D8,A,0,999
D822,INMUNODEFICIENCIA CON ENANISMO MICROMELICO [MIEMBROS CORTOS],D82,III,D8,A,0,999
D823,INMUNODEFICIENCIA CONSECUTIVA A RESPUESTA DEFECTUOSA HEREDITARIA CONTRA EL VIRUS DE EPSTEIN-BARR,D82,III,D8,A,0,999
D824,SINDROME DE HIPERINMUNOGLOBULINA E [IgE],D82,III,D8,A,0,999
D828,INMUNODEFICIENCIA ASOCIADA CON OTROS DEFECTOS MAYORES ESPECIFICADOS,D82,III,D8,A,0,999
D829,INMUNODEFICIENCIA ASOCIADA CON OTROS DEFECTOS MAYORES NO ESPECIFICADOS,D82,III,D8,A,0,999
D830,INMUNODEFICIENCIA VARIABLE COMUN CON PREDOMINIO DE ANORMALIDADES EN EL NUMERO Y LA FUNCION DE LOS LINFOCITOS B,D83,III,D8,A,0,999
D831,INMUNODEFICIENCIA VARIABLE COMUN CON PREDOMINIO DE TRASTORNOS INMUNORREGULADORES DE LOS LINFOCITOS T,D83,III,D8,A,0,999
D832,INMUNODEFICIENCIA VARIABLE COMUN CON AUTOANTICUERPOS ANTI-B O ANTI-T,D83,III,D8,A,0,999
D838,OTRAS INMUNODEFICIENCIAS VARIABLES COMUNES,D83,III,D8,A,0,999
D839,INMUNODEFICIENCIA VARIABLE COMUN NO ESPECIFICADA,D83,III,D8,A,0,999
D840,DEFECTO DE LA FUNCION DEL ANTIGENO-1 DEL LINFOCITO [LFA-1],D84,III,D8,A,0,999
D841,DEFECTO DEL SISTEMA DEL COMPLEMENTO,D84,III,D8,A,0,999
D848,OTRAS INMUNODEFICIENCIAS ESPECIFICADAS,D84,III,D8,A,0,999
D849,INMUNODEFICIENCIA NO ESPECIFICADA,D84,III,D8,A,0,999
D860,SARCOIDOSIS DEL PULMON,D86,III,D8,A,6,999
D861,SARCOIDOSIS DE LOS GANGLIOS LINFÁTICOS,D86,III,D8,A,0,999
D862,SARCOIDOSIS DEL PULMON Y DE LOS GANGLIOS LINFATICOS,D86,III,D8,A,0,999
D863,SARCOIDOSIS DE LA PIEL,D86,III,D8,A,0,999
D868,SARCOIDOSIS DE OTROS SITIOS ESPECIFICADOS O DE SITIOS COMBINADOS,D86,III,D8,A,0,999
D869,SARCOIDOSIS DE SITIO NO ESPECIFICADO,D86,III,D8,A,0,999
D890,HIPERGAMMAGLOBULINEMIA POLICLONAL,D89,III,D8,A,0,999
D891,CRIOGLOBULINEMIA,D89,III,D8,A,0,999
D892,HIPERGAMMAGLOBULINEMIA NO ESPECIFICADA,D89,III,D8,A,0,999
D898,OTROS TRASTORNOS ESPECIFICADOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD NO CLASIFICADOS EN OTRA PARTE,D89,III,D8,A,0,999
D899,TRASTORNO QUE AFECTA AL MECANISMO DE LA INMUNIDAD NO ESPECIFICADO,D89,III,D8,A,0,999
E000,SINDROME CONGENITO DE DEFICIENCIA DE YODO TIPO NEUROLOGICO,E00,IV,E0,A,0,999
E001,SINDROME DE DEFICIENCIA CONGENITA DE YODO TIPO MIXEDEMATOSO,E00,IV,E0,A,0,999
E002,SINDROME CONGENITO DE DEFICIENCIA DE YODO TIPO MIXTO,E00,IV,E0,A,0,999
E009,SINDROME CONGENITO DE DEFICIENCIA DE YODO NO ESPECIFICADO,E00,IV,E0,A,0,999
E010,BOCIO DIFUSO ENDEMICO RELACIONADO CON DEFICIENCIA DE YODO,E01,IV,E0,A,0,999
E011,BOCIO MULTINODULAR ENDEMICO RELACIONADO CON DEFICIENCIA DE YODO,E01,IV,E0,A,0,999
E012,BOCIO ENDEMICO RELACIONADO CON DEFICIENCIA DE YODO NO ESPECIFICADO,E01,IV,E0,A,0,999
E018,OTROS TRASTORNOS DE LA TIROIDES RELACIONADOS CON DEFICIENCIA DE YODO Y AFECCIONES SIMILARES,E01,IV,E0,A,0,999
E02X,HIPOTIROIDISMO SUBCLINICO POR DEFICIENCIA DE YODO,E02,IV,E0,A,0,999
E030,HIPOTIROIDISMO CONGENITO CON BOCIO DIFUSO,E03,IV,E0,A,0,999
E031,HIPOTIROIDISMO CONGENITO SIN BOCIO,E03,IV,E0,A,0,999
E032,HIPOTIROIDISMO DEBIDO A MEDICAMENTOS Y A OTRAS SUSTANCIAS EXOGENAS,E03,IV,E0,A,0,999
E033,HIPOTIROIDISMO POSTINFECCIOSO,E03,IV,E0,A,0,999
E034,ATROFIA DE TIROIDES ADQUIRIDA,E03,IV,E0,A,0,999
E035,COMA MIXEDEMATOSO,E03,IV,E0,A,0,999
E038,OTROS HIPOTIROIDISMOS ESPECIFICADOS,E03,IV,E0,A,0,999
E039,HIPOTIROIDISMO NO ESPECIFICADO,E03,IV,E0,A,0,999
E040,BOCIO DIFUSO NO TOXICO,E04,IV,E0,A,0,999
E041,NODULO TIROIDEO SOLITARIO NO TOXICO,E04,IV,E0,A,0,999
E042,BOCIO MULTINODULAR NO TOXICO,E04,IV,E0,A,0,999
E048,OTROS BOCIOS NO TOXICOS ESPECIFICADOS,E04,IV,E0,A,0,999
E049,BOCIO NO TOXICO NO ESPECIFICADO,E04,IV,E0,A,0,999
E050,TIROTOXICOSIS CON BOCIO DIFUSO,E05,IV,E0,A,0,999
E051,TIROTOXICOSIS CON NODULO SOLITARIO TIROIDEO TOXICO,E05,IV,E0,A,0,999
E052,TIROTOXICOSIS CON BOCIO MULTINODULAR TOXICO,E05,IV,E0,A,0,999
E053,TIROTOXICOSIS POR TEJIDO TIROIDEO ECTOPICO,E05,IV,E0,A,0,999
E054,TIROTOXICOSIS FACTICIA,E05,IV,E0,A,0,999
E055,CRISIS O TORMENTA TIROTOXICA,E05,IV,E0,A,0,999
E058,OTRAS TIROTOXICOSIS,E05,IV,E0,A,0,999
E059,TIROTOXICOSIS NO ESPECIFICADA,E05,IV,E0,A,0,999
E060,TIROIDITIS AGUDA,E06,IV,E0,A,0,999
E061,TIROIDITIS SUBAGUDA,E06,IV,E0,A,0,999
E062,TIROIDITIS CRONICA CON TIROTOXICOSIS TRANSITORIA,E06,IV,E0,A,0,999
E063,TIROIDITIS AUTOINMUNE,E06,IV,E0,A,0,999
E064,TIROIDITIS INDUCIDA POR DROGAS,E06,IV,E0,A,0,999
E065,OTRAS TIROIDITIS CRONICAS,E06,IV,E0,A,0,999
E069,TIROIDITIS NO ESPECIFICADA,E06,IV,E0,A,0,999
E070,HIPERSECRECION DE CALCITONINA,E07,IV,E0,A,0,999
E071,BOCIO DISHORMOGENETICO,E07,IV,E0,A,0,999
E078,OTROS TRASTORNOS ESPECIFICADOS DE LA GLANDULA TIROIDES,E07,IV,E0,A,0,999
E079,TRASTORNO DE LA GLANDULA TIROIDES NO ESPECIFICADO,E07,IV,E0,A,0,999
E100,DIABETES MELLITUS INSULINODEPENDIENTE CON COMA,E10,IV,E1,A,0,999
E101,DIABETES MELLITUS INSULINODEPENDIENTE CON CETOACIDOSIS,E10,IV,E1,A,0,999
E102,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES RENALES,E10,IV,E1,A,0,999
E103,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES OFTALMICAS,E10,IV,E1,A,0,999
E104,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NEUROLOGICAS,E10,IV,E1,A,0,999
E105,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,E10,IV,E1,A,0,999
E106,DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,E10,IV,E1,A,0,999
E107,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES,E10,IV,E1,A,0,999
E108,DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,E10,IV,E1,A,0,999
E109,DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,E10,IV,E1,A,0,999
E110,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMA,E11,IV,E1,A,0,999
E111,DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS,E11,IV,E1,A,0,999
E112,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES,E11,IV,E1,A,0,999
E113,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES OFTALMICAS,E11,IV,E1,A,0,999
E114,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NEUROLOGICAS,E11,IV,E1,A,0,999
E115,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,E11,IV,E1,A,0,999
E116,DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS,E11,IV,E1,A,0,999
E117,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES,E11,IV,E1,A,0,999
E118,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES NO ESPECIFICADAS,E11,IV,E1,A,0,999
E119,DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION,E11,IV,E1,A,0,999
E120,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMA,E12,IV,E1,A,0,999
E121,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON CETOACIDOSIS,E12,IV,E1,A,0,999
E122,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES RENALES,E12,IV,E1,A,0,999
E123,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES OFTALMICAS,E12,IV,E1,A,0,999
E124,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES NEUROLOGICAS,E12,IV,E1,A,0,999
E125,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,E12,IV,E1,A,0,999
E126,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON OTRAS COMPLICACIONES ESPECIFICADAS,E12,IV,E1,A,0,999
E127,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES MULTIPLES,E12,IV,E1,A,0,999
E128,DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES NO ESPECIFICADAS,E12,IV,E1,A,0,999
E129,DIABETES MELLITUS ASOCIADA CON DESNUTRICION SIN MENCION DE COMPLICACION,E12,IV,E1,A,0,999
E130,OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMA,E13,IV,E1,A,0,999
E131,OTRAS DIABETES MELLITUS ESPECIFICADAS CON CETOACIDOSIS,E13,IV,E1,A,0,999
E132,OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMPLICACIONES RENALES,E13,IV,E1,A,0,999
E133,OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMPLICACIONES OFTALMICAS,E13,IV,E1,A,0,999
E134,OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMPLICACIONES NEUROLOGICAS,E13,IV,E1,A,0,999
E135,OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,E13,IV,E1,A,0,999
E136,OTRAS DIABETES MELLITUS ESPECIFICADAS CON OTRAS COMPLICACIONES ESPECIFICADAS,E13,IV,E1,A,0,999
E137,OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMPLICACIONES MULTIPLES,E13,IV,E1,A,0,999
E138,OTRAS DIABETES MELLITUS ESPECIFICADAS CON COMPLICACIONES NO ESPECIFICADAS,E13,IV,E1,A,0,999
E139,OTRAS DIABETES MELLITUS ESPECIFICADAS SIN MENCION DE COMPLICACION,E13,IV,E1,A,0,999
E140,DIABETES MELLITUS NO ESPECIFICADA CON COMA,E14,IV,E1,A,0,999
E141,DIABETES MELLITUS NO ESPECIFICADA CON CETOACIDOSIS,E14,IV,E1,A,0,999
E142,DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES RENALES,E14,IV,E1,A,0,999
E143,DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES OFTALMICAS,E14,IV,E1,A,0,999
E144,DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES NEUROLOGICAS,E14,IV,E1,A,0,999
E145,DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS,E14,IV,E1,A,0,999
E146,DIABETES MELLITUS NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS,E14,IV,E1,A,0,999
E147,DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES MULTIPLES,E14,IV,E1,A,0,999
E148,DIABETES MELLITUS NO ESPECIFICADA CON COMPLICACIONES NO ESPECIFICADAS,E14,IV,E1,A,0,999
E149,DIABETES MELLITUS NO ESPECIFICADA SIN MENCION DE COMPLICACION,E14,IV,E1,A,0,999
E15X,COMA HIPOGLICEMICO NO DIABETICO,E15,IV,E1,A,0,999
E160,HIPOGLICEMIA SIN COMA INDUCIDA POR DROGAS,E16,IV,E1,A,0,999
E161,OTRAS HIPOGLICEMIAS,E16,IV,E1,A,0,999
E162,HIPOGLICEMIA  NO ESPECIFICADA,E16,IV,E1,A,0,999
E163,SECRECION EXAGERADA DEL GLUCAGON,E16,IV,E1,A,0,999
E164,SECRECION ANORMAL DE GASTRINA,E16,IV,E1,A,0,999
E168,OTROS TRASTORNOS ESPECIFICADOS DE LA SECRECION INTERNA DEL PANCREAS,E16,IV,E1,A,0,999
E169,TRASTORNOS DE LA SECRECION INTERNA DEL PANCREAS SIN OTRA ESPECIFICACION,E16,IV,E1,A,0,999
E200,HIPOPARATIROIDISMO IDIOPATICO,E20,IV,E2,A,0,999
E201,PSEUDOHIPOPARATIROIDISMO,E20,IV,E2,A,0,999
E208,OTROS TIPOS DE HIPOPARATIROIDISMO,E20,IV,E2,A,0,999
E209,HIPOPARATIROIDISMO NO ESPECIFICADO,E20,IV,E2,A,0,999
E210,HIPERPARATIROIDISMO PRIMARIO,E21,IV,E2,A,0,999
E211,HIPERPARATIROIDISMO SECUNDARIO NO CLASIFICADO EN OTRA PARTE,E21,IV,E2,A,0,999
E212,OTROS TIPOS DE HIPERPARATIROIDISMO,E21,IV,E2,A,0,999
E213,HIPERPARATIROIDISMO SIN OTRA ESPECIFICACION,E21,IV,E2,A,0,999
E214,OTROS TRASTORNOS ESPECIFICADOS DE LA GLANDULA PARATIROIDES,E21,IV,E2,A,0,999
E215,TRASTORNO DE LA GLANDULA PARATIROIDES NO ESPECIFICADO,E21,IV,E2,A,0,999
E220,ACROMEGALIA Y GIGANTISMO HIPOFISARIO,E22,IV,E2,A,0,999
E221,HIPERPROLACTINEMIA,E22,IV,E2,A,0,999
E222,SINDROME DE SECRECION INAPROPIADA DE HORMONA ANTIDIURETICA,E22,IV,E2,A,0,999
E228,OTRAS HIPERFUNCIONES DE LA GLANDULA HIPOFISIS,E22,IV,E2,A,0,999
E229,HIPERFUNCION DE LA GLANDULA HIPOFISIS NO ESPECIFICADA,E22,IV,E2,A,0,999
E230,HIPOPITUITARISMO,E23,IV,E2,A,0,999
E231,HIPOPITUITARISMO INDUCIDO POR DROGAS,E23,IV,E2,A,0,999
E232,DIABETES INSIPIDA,E23,IV,E2,A,0,999
E233,DISFUNCION HIPOTALAMICA NO CLASIFICADA EN OTRA PARTE,E23,IV,E2,A,0,999
E236,OTROS TRASTORNOS DE LA GLANDULA HIPOFISIS,E23,IV,E2,A,0,999
E237,TRASTORNO DE LA GLANDULA HIPOFISIS NO ESPECIFICADO,E23,IV,E2,A,0,999
E240,ENFERMEDAD DE CUSHING DEPENDIENTE DE LA HIPOFISIS,E24,IV,E2,A,0,999
E241,SINDROME DE NELSON,E24,IV,E2,A,0,999
E242,SINDROME DE CUSHING INDUCIDO POR DROGAS,E24,IV,E2,A,0,999
E243,SINDROME DE ACTH ECTOPICO,E24,IV,E2,A,0,999
E244,SINDROME DE SEUDO-CUSHING INDUCIDO POR ALCOHOL,E24,IV,E2,A,0,999
E248,OTROS TIPOS DE SINDROME DE CUSHING,E24,IV,E2,A,0,999
E249,SINDROME DE CUSHING NO ESPECIFICADO,E24,IV,E2,A,0,999
E250,TRASTORNOS ADRENOGENITALES CONGENITOS CON DEFICIENCIA ENZIMATICA,E25,IV,E2,A,0,999
E258,OTROS TRASTORNOS ADRENOGENITALES,E25,IV,E2,A,0,999
E259,TRASTORNO ADRENOGENITAL NO ESPECIFICADO,E25,IV,E2,A,0,999
E260,HIPERALDOSTERONISMO PRIMARIO,E26,IV,E2,A,0,999
E261,HIPERALDOSTERONISMO SECUNDARIO,E26,IV,E2,A,0,999
E268,OTROS TIPOS DE HIPERALDOSTERONISMO,E26,IV,E2,A,0,999
