tipo_entidad,tipo_identificacion,num_identificacion,cod_eapb,nombre,cod_mpio
14,NI,890980040,050010467216,INMUNOLOGIA CELULAR E INMUNOGENETICA SIU,05001
14,NI,890980040,050010467217,FACULTAD DE MEDICINA HUSVP LABORATORIO DERMOPATOLOGIA,05001
14,NI,890980040,050010467218,FACULTAD DE MEDICINA HUSVP LABORATORIO DE CITOPATOLOGIA,05001
14,NI,890980040,050010467219,FACULTAD DE MEDICINA PARASITOLOGIA,05001
14,NI,890980040,050010467220,FACULTAD DE MEDICINA HUSVP LABORATORIO CLINICO HEMATOLOGIA ADULTOS,05001
14,NI,890980040,050010467221,FACULTAD DE MEDICINA HUSVP LABORATORIO DE INFECTOLOGIA PEDIATRICA,05001
14,NI,890980040,050010467222,FACULTAD DE MEDICINA TOXICOLOGIA,05001
14,NI,890980040,050010467223,FACULTAD DE MEDICINA CITOLOGIA,05001
14,NI,890980040,050010467224,FACULTAD DE MEDICINA MICOLOGIA,05001
14,NI,890901389,050010399101,UNIVERSIDAD EAFIT,05001
14,NI,800098983,050010126912,PROGRAMA AMBULATORIO,05001
14,NI,811029275,050010242901,Athletic People Sports Club,05001
14,NI,800044785,050010263901,ORGANIZACION INDIGENA DE ANTIOQUIA,05001
14,NI,890905456,050010432201,UNIVERSIDAD AUTONOMA LATINOAMERICANA,05001
14,NI,890980040,050010467226,INMUNOVIROLOGIA  SIU,05001
14,NI,890900583,050010485001,OPTICA SUIZA,05001
14,NI,890902920,050010490101,UNIVERSIDAD DE MEDELLIN,05001
14,NI,800145561,050010503901,OPTICA BELEN LTDA,05001
14,NI,811007127,050010527401,MEDICINA DEPORTIVA DE INDEPORTES ANTIOQUIA,05001
14,NI,811010621,050010597101,Optica Andina Junin,05001
14,NI,899999034,050010612701,SMA REGIONAL ANTIOQUIA,05001
14,NI,890307400,050010621301,UNIVERSIDAD DE SAN BUENAVENTURA,05001
14,NI,800014025,050010851201,Asociacion Nacional de Transplantados,05001
14,NI,800214750,050010934302,Fraternidad Medellin,05001
14,NI,890906312,050010937801,LIGA DE NATACION DE ANTIOQUIA,05001
14,NI,890906312,050010937802,LIGA DE NATACION DE ANTIOQUIA,05001
14,NI,890901522,050010961002,CENTRO DE BIENESTAR AL ANCIANO SAGRADO CORAZON,05001
14,NI,900120459,050010964901,INVERTRESS,05001
14,NI,900123642,050010965201,CERTEC SURAMERICANA,05001
14,NI,800056153,050010969401,FUNDACION INTEGRAR,05001
14,NI,900090843,050010991301,CERECON SAS,05001
O,NI,0860519964,EMP 014,MEDISALUD,11001
14,NI,900170081,050010999202,CERT POBLADO,05001
14,NI,900170081,050010999203,CERT ESTADIO,05001
14,NI,900165843,050011009501,CRC  207 MEDELLIN EXITO DE COLOMBIA,05001
14,NI,811041535,050011012301,SALUD VISUAL INTEGRAL EU,05001
14,NI,900237605,050011041401,CONDUSALUD INTEGRAL SA,05001
14,NI,900246425,050011048801,OPTICA ANTILLANA,05001
14,NI,900255180,050011064001,CENTRO DE RECONOCIMIENTO DE CONDUCTORES CONDUMED IPS EU,05001
14,NI,900255180,050011064002,Centro de Reconocimiento de Conductores Condumed 2,05001
14,NI,890900286,050011064901,CENTRO ADMINISTRATIVO DEPARTAMENTAL JOSE MARIA CORDOVA LA ALPUJARRA,05001
14,NI,900236791,050011075201,AEROSANIDAD AEROPUERTO ENRIQUE OLAYA HERRERA,05001
14,NI,890984210,050011082601,CORPORACION CASA DE MARIA Y EL NINO,05001
14,NI,900159884,050011098301,Inversiones 18 Medellin,05001
14,NI,900105476,050011103501,FUNDACION AYUDA A LA INFANCIA HOGARES BAMBI,05001
14,NI,900342881,050011116701,CE VE OPTICA SAS,05001
14,NI,900343356,050011117901,kino Lens Comercializadora nro 2 Optica y Optometria,05001
14,NI,900344258,050011118501,Optica Metro Visual,05001
14,NI,860512780,050011118701,Universidad Nacional Abierta y a Distancia UNAD,05001
14,NI,900344786,050011119801,OPTICA MODERNA,05001
14,NI,900346833,050011120201,CENTRO DE LA VISION,05001
14,NI,900349796,050011122901,DESARROLLO DE INTELIGENCIAS MULTIPLES,05001
14,NI,900364324,050011134001,GRUPO VISION CLARA SAS,05001
14,NI,900275902,050011136901,Mdicos al frente centro de rehabilitacin y acondicionamiento fsico SAS,05001
14,NI,890980040,050010467225,REPRODUCCION  SIU,05001
14,NI,811007246,050010552101,OFTALVISION LIMITADA,05001
14,NI,900050826,050010926203,TESTEC SEDE PUNTO CLAVE,05001
14,NI,800214750,050010934301,INSTITUTO TECNOLOGICO METROPOLITANO,05001
14,NI,900095057,050010952801,optica imagen No2,05001
14,NI,900110045,050010961701,MEDIC TEST,05001
14,NI,811021858,050010971701,CAR CENTER INTERNATIONAL N1,05001
14,NI,890801652,050011102601,COLEGIO SANTA MARIA DEL ROSARIO,05001
14,NI,900069368,050011106901,territorio visual limitada,05001
14,NI,900344239,050011119001,Spazio Visual,05001
14,NI,900347082,050011120701,OPTICA CLASICA,05001
14,NI,900348164,050011125801,SERVIOPTICA SERVICIO DE OPTICA,05001
14,NI,900251413,050011126901,Vibrafitness,05001
14,NI,900371373,050011145803,EVOLUCION VISUAL PRICE,05001
14,NI,900271291,050011147803,CENTRO DE RECONOCIMIENTO DEL OCCIDENTE COLOMBIANO CARIBE,05001
14,NI,900389388,050011151501,optica imperial,05001
14,NI,890935281,050011152301,opticalentisol no 2,05001
14,NI,900341014,050011154901,OPTICA ARANJUEZ,05001
14,NI,900341014,050011154902,VISUAL PLUSS,05001
14,NI,900353193,050011155701,CRC CARIBE SAS,05001
14,NI,900406016,050011163101,OPTICA MEDICA,05001
14,NI,900398487,050011163501,optica altavision medellin,05001
14,NI,800248545,050011165001,SIMETRIC MEDELLIN,05001
14,NI,800185163,050011165101,FUNDACION POSITIVOS POR LA VIDA,05001
14,NI,900413162,050011168301,SUPER OPTICA,05001
14,NI,900409825,050011169301,MEDICOLOMBIA 1 SAS,05001
14,NI,900378251,050011175401,ANIMALX DELUXE,05001
14,NI,900227966,050011183501,CERCO MEDELLIN,05001
14,NI,800001488,050011186901,LIGA ANTIOQUENA DE HEMOFILICOS,05001
14,NI,890985417,050011188501,FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS,05001
14,NI,900429187,050011189001,OPTICA DISTRIGAFAS SAS,05001
14,NI,900440191,050011198201,OPTICA NACIONAL,05001
14,NI,900486869,050011216201,CENTRO DE PROTECCION SOCIAL PARA EL ADULTO MAYOR HOGAR LA ALEGRIA,05001
14,NI,811000740,050011216601,ISAGEN SA ESP,05001
14,NI,900495267,050011219401,Optica Servisalud Buenos Aires SAS,05001
14,NI,900525714,050011248401,OPTICA VISION ORIENTAL SAS,05001
14,NI,900517609,050011251401,OPTIGAFAS MEDELLIN,05001
14,NI,900582248,050011273801,CONDUPRUEBAS MEDICAS IPS SAS,05001
14,NI,900455385,050011275201,ASOCIACION MUTUAL CRECER E M,05001
14,NI,900457755,050011289801,ALBERGUES LA PRIMAVERA SAS MEDELLIN,05001
14,NI,900556404,050011305201,HEALTH VISUAL CARE,05001
14,NI,900494719,050011307101,GREENFIT POBLADO SAS,05001
14,NI,900458066,050011315301,VITAL ASEPSY,05001
14,NI,890905179,050011317401,FAN JUGAR PARA SANAR,05001
14,NI,900638781,050011320901,STERITECH SAS,05001
14,NI,900566165,050011321901,VISION CENTER OVIEDO,05001
14,NI,900291526,050011328201,FRANTON SAS,05001
14,NI,900674541,050011329001,OPTICA VIANNY SAS,05001
14,NI,900707713,050011335101,Optica Veo Max SAS,05001
14,NI,900617101,050011337601,OPTICAL GROUP AG,05001
14,NI,900627382,706700149201,semic,70670
14,NI,890900286,050011064903,CONSULTORIO PSICOLOGICO,05001
14,NI,900386189,050011151601,optica natural vision san cristobal sas,05001
14,NI,900394165,050011158101,OPTICA CASTILLA SAS,05001
14,NI,890985417,050011188502,IPS CLINICA ODONTOLOGICA FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS,05001
14,NI,900477538,050011210901,Optica Servisalud SAS,05001
14,NI,900478075,050011211401,Optica Servisalud Centro,05001
14,NI,900449888,050011213501,Ser Conductor Caribe,05001
14,NI,900498216,050011218201,OPTICA SEBAS  2,05001
14,NI,860000656,050011222401,HMV INGENIEROS LTDA,05001
14,NI,900495947,050011230501,optica calidad visual 1 sas,05001
14,NI,900596104,050011285201,OKO S OPTICAS,05001
14,NI,900563941,050011303201,Optica Grimaldos,05001
14,NI,890981683,050011306901,PLANTA DE ESTERILIZACION,05001
14,NI,890981683,050011306902,CENTRAL DE ESTERILIZACION DEL HUSVF,05001
14,NI,811016766,050011315701,Corporacion Grupo Vigias,05001
14,NI,900527811,050011326501,ULTRA WELLNESS CENTER SAS,05001
14,NI,900069252,050011333801,FUNDACION SEMILLA QUE CRECE UNIDAD MOVIL,05001
14,NI,900710910,050011338201,CRC CERMED,05001
14,NI,900653374,050451318601,Optica Vision 421 SAS,05045
14,NI,900205563,050451324701,HOSPICEPROE,05045
14,NI,900702363,050451335701,EASY MEDIC CRC SAS,05045
14,NI,860005068,050790385602,Despertares  Barbosa,05079
14,NI,900424997,050451204301,COMPLEJO DEPORTIVO VITALHEALTH SAS,05045
14,NI,860005068,050880385604,Despertares Bello,05088
14,NI,900635041,050791302401,CRC IPS TRANSALUD BARBOSA SAS,05079
14,NI,900003440,050880887401,FUNDACION SANTIAGO CON AMOR,05088
14,NI,890900308,050881192601,fabricato SA,05088
14,NI,890307400,050880621302,UNIVERSIDAD DE SAN BUENAVENTURA CAMPUS UNIVERSITARIO,05088
14,NI,900571775,050881277901,CLINIGAFAS,05088
14,NI,900616429,050881319401,OPTICAS BARUC SAS,05088
14,NI,900704411,050881335301,CRC CERTIBELLO SAS,05088
14,NI,900271291,051011147801,CERTI OCCIDENTE LTDA,05101
14,NI,811015368,050881146602,CORPORACION EDUCATIVA DE DESARROLLO COLOMBIANOCEDECO SEDE BELLO,05088
14,NI,900468652,051291291001,Fundacion Antioquia Infantil,05129
14,NI,800009884,051481305501,CUERPO DE BOMBEROS VOLUNTARIOS DE EL CARMEN DE VIBORAL,05148
14,NI,900376442,051291273201,EXAMENES MEDICOS PARA CONDUCTORES PILOTOS 1 SAS,05129
14,NI,900579268,051541274201,OPTICA NOFA SAS,05154
14,NI,900398176,051721160801,CETIOCCIDENTE URABA,05172
14,NI,860005068,051970385609,Caminos de Libertad  Cocorna,05197
14,NI,860005068,052120385606,Despertares  Copacabana,05212
14,NI,900329703,051291204205,INPROSALUD CALDAS ANTIOQUIA,05129
14,NI,900401921,052121161901,Optica la Asuncion SAS,05212
14,NI,900428983,052121190001,PLANET VISION IPS SAS,05212
14,NI,900530001,052121292801,examenes centro de reconocimiento de conductores sas,05212
14,NI,860005068,052370385605,Despertares Don Matias,05237
14,NI,900232235,052371035701,OPTICA DON MATIAS EU,05237
14,NI,811000866,052660158001,SERVICIOS EDUCATIVOS ESPECIALES Y CIA SEDES SAS,05266
14,NI,900329703,051541204201,SER CONDUCTOR CAUCASIA,05154
14,NI,890980810,052661296401,Junta de Defensa Civil del Minicipio de Envigado,05266
14,NI,860029924,052660433301,UNIVERSIDAD COOPERATIVA DE COLOMBIA,05266
14,NI,811000278,052661092401,CONSULTORIO PSICOLOGICO DE PROYECCIN SOCIAL,05266
14,NI,900267212,052661098001,CRC 203 ENVIGADO,05266
14,NI,900342695,052661116801,SU OPTICA,05266
14,NI,800105459,052661118901,LICEO FRANCISCO RESTREPO MOLINA,05266
14,NI,900349796,052661122902,DESARROLLO DE INTELIGENCIAS MULTIPLES SEDE ENVIGADO,05266
14,NI,900325090,052661158501,OPTIGROUP SAS,05266
14,NI,900643012,052661310401,INVERSIONES EN SEGURIDAD Y SALUD SAS,05266
14,NI,811009694,052661311701,Central de Esterilizacion Hospitalaria y Cia SAS,05266
14,NI,900475907,052661341501,PROGRAMAS SOCIALES,05266
14,NI,900625013,708200151701,AV CAF SAS,70820
14,NI,900329703,050451204203,INPROSALUD OE09,05045
14,NI,900472275,050011221901,CONDUFIABLE SAS,05001
14,NI,900371373,050881145805,EVOLUCION VISUAL BELLO,05088
14,NI,800116217,050881217301,corporacion universitaria minuto de Dios seccional bello,05088
14,NI,900132740,052661103901,INVERSIONES DINAMO FITNESS SAS,05266
14,NI,900383363,052661152101,OPTICA SANTA GERTRUDIS,05266
14,NI,900329703,052661204202,CRC 203 ENVIGADO,05266
14,NI,900640195,052661310001,CENTRO DE RECONOCIMIENTO DE CONDUCTORES ABURRA SUR,05266
14,NI,860025344,053081159001,SINALTRTADIHITEXCO,05308
14,NI,900491203,053081309401,Clinica de Reconstruccion de la Familia El Perpetuo Socorro,05308
14,NI,900314848,053181109807,CIELITO,05318
14,NI,900468564,053181236401,CORPORACION SAN MIGUEL ARCANGEL  ANTIOQUIA CSMA,05318
14,NI,900508476,053211227601,OPTALENTES SAS,05321
14,NI,890982356,053600458501,INSTITUTO DE CAPACITACION LOS ALAMOS,05360
14,NI,900371373,053601145801,EVOLUCION VISUAL ITAGUI,05360
14,NI,890901191,053600483801,CORPORACION DEPORTIVA CLUB ATLETICO NACIONAL,05360
14,NI,900371373,053601145804,EVOLUCION VISUAL PIONERA,05360
14,NI,900385972,053601153001,OPTICA ALIANZA,05360
14,NI,811039146,053601168901,CORPORACION CRECER CON AMOR,05360
14,NI,900630436,053601305301,Centro de Acondicionamiento Fisico Gimnasio Forza Club SAS,05360
14,NI,900245870,053601309801,STERIL,05360
14,NI,860005068,053760385612,Caminos de Libertad  La Ceja,05376
14,NI,811019540,053761283201,CUERPO DE BOMBEROS VOLUNTARIOS DE LA CEJA,05376
14,NI,900271291,053761147802,CENTRO DE RECONOCIMIENTO DEL OCCIDENTE COLOMBIANO LA CEJA,05376
14,NI,900372466,053801144402,OPTICA NUEVA ESTRELLA,05380
14,NI,860005068,054400385607,Caminos de Libertad  Marinilla,05440
14,NI,811039146,053801168902,CORPORACION CRECER CON AMOR,05380
14,NI,900105476,054401103502,FUNDACION AYUDA ALA INFANCIA HOGARES BAMBI,05440
14,NI,900314848,054401109803,CAD MARIA AUXILIADORA MARINILLA,05440
14,NI,900314848,054401109806,CAD MARIA AUXILIADORA MARINILLA 3,05440
14,NI,900634126,054401320001,GAMA VISUAL,05440
14,NI,900666641,054401322001,CRC CERTIMOVIL SAS,05440
14,NI,900529369,055411241601,OPTALENTES EL PENOL SAS,05541
14,NI,900283617,055411333101,FUNDACION CON AMOR POR AMOR,05541
14,NI,900384996,055791155501,SALUD Y TRAMITES,05579
14,NI,860005068,056150385615,Nuevo Amanecer,05615
14,NI,900314848,056151109805,CAD MARIA AUXILIADORA RIONEGRO,05615
14,NI,860005068,056150385616,Caminos de Libertad  Rionegro,05615
14,NI,890984746,056151034101,UNIVERSIDAD CATOLICA DE ORIENTE  CONSULTORIO PSICOLOGICO,05615
14,NI,800183221,056151127801,Colegio COREDI Rionegro,05615
14,NI,900236791,056151075202,AEROSANIDAD AEROPUERTO JOSE MARIA CORDOVA,05615
14,NI,900426703,056151202201,OPTICA DR GIL SAS,05615
14,NI,900533888,056151244701,CERTIORIENTE SAS,05615
14,NI,900564297,056151266801,Conducerti,05615
14,NI,900254584,056151288101,CAD ABBA,05615
14,NI,900687271,056151329801,CRC CERTICOND SAS,05615
14,NI,811017621,056311057601,BOMBEROS VOLUNTARIOS DE SABANETA,05631
14,NI,890900120,056311193601,Consultorio Medico,05631
14,NI,900372466,056311144401,OPTICA SABANETA,05631
14,NI,900342695,056311116802,OPTICA LA GAFITA DE ORO,05631
14,NI,900037500,056311147401,FUNDACION ASDESILLA,05631
14,NI,800248545,056311165002,SIMETRIC SABANETA,05631
14,NI,900665743,056311325301,IPS Simetria Optica SAS,05631
14,NI,860005068,056600385613,Caminos de Libertad San Luis,05660
14,NI,900353142,056641126001,OPTICA LA PLAZUELA SAN PEDRO,05664
14,NI,860005068,053180385614,Caminos de Libertad  Guarne,05318
14,NI,900120459,053600964902,INVERTRESS  2,05360
14,NI,900524439,053601248101,STILOPTICO,05360
14,NI,900329703,053801204204,INPROSALUD OE20,05380
14,NI,900314848,054401109802,CAD MARIA AUXILIADORA MARINILLA 2,05440
14,NI,900419974,054401339602,CENTRO DE RECONOCIMIENTO DE CONDUCTORES DE MARINILLA,05440
14,NI,860005068,055410385608,Caminos de Libertad  Penol,05541
14,NI,900440777,056151194201,SERVICIO VISUAL DE ORIENTE,05615
14,NI,809005982,730010009801,DAR Ltda,73001
14,NI,900502339,056641262201,OPTICA LA PLAZUELA SAN PEDRO,05664
14,NI,900585596,056701278501,FUNDACION NINOS CON ESPERANZAS,05670
14,NI,900419974,057561339601,CENTRO DE RECONOCIMIENTO DE CONDUCTORES SONSON,05756
14,NI,802012036,080010307201,UNIDAD DE SALUD UNIVERSIDAD DEL ATLANTICO,08001
14,NI,899999034,080010318501,SERVICIO MEDICO ASISTENCIAL SENA,08001
14,NI,900203769,080010326701,fundacion nueva vida en jesus,08001
14,NI,802018427,080010338401,CORPORACION MUNDO DELOSESTUDIANTES,08001
14,NI,838000257,080010355601,FUNDACION HEMATOLOGICA COLOMBIA SEDE BARRANQUILLA,08001
14,NI,900537952,082960076501,CENTRO DE RECONOCIMIENTO DE CONDUCTORES PROBATIO SAS CRC PROBATIO SAS,08296
14,NI,860056070,085730056201,UNIVERSIDAD ANTONIO NARINO,08573
14,NI,830107015,085730065201,FUNDACION GRUPO SOCIAL SAN MARTIN SALUD SAN MARTIN,08573
14,NI,800242642,085730073201,CONSORCIO INTEGRADO POR CONSULTORES DEL DESARROLLO SA Y EDGARDO NAVARRO VIVES,08573
14,NI,802008749,086850074601,FUNDACION CRISTIANA DE RESTAURACION REFUGIO DIVINO,08685
14,NI,900643750,087580085101,ORGNISMO DE CERTIFICACION DE PERSONAS SOLEDAD SAS  OCP SOLEDAD SAS,08758
14,NI,830000001,110010003201,COOPERATIVA PARA LA SALUD ORAL ORALCOOP,11001
14,NI,800025497,110010244701,LENTES DE CONTACTO HELMUTH SCHMIDT MUMM SAS,11001
14,NI,800025497,110010244702,LENTES DE CONTACTO HELMUTH SCHMIDT MUMM SAS,11001
14,NI,800025497,110010244703,LENTES DE CONTACTO HELMUTH SCHMIDT MUMM SAS,11001
14,NI,860031010,110010405701,FUNDACION INSTITUO COLOMBIANO DE PSICOTERAPIA INTEGRAL FICPI,11001
14,NI,860006696,110010437201,HOGAR GERONTOLOGICO SOR CLEMENCIA RENGIFO,11001
14,NI,800199818,110010451001,ASOCIACION HOGARES LUZ Y VIDA,11001
14,NI,838000257,110010603301,FUNDACION HEMATOLOGICA COLOMBIA,11001
14,NI,800035912,110010635201,CENTRO MEDICO COMUNITARIO VILLA AMALIA,11001
14,NI,860055497,110010637301,ASOCIACION AMIGOS DEL NINO AYUDAME CLEMENCIA GUTIERREZ WILLS,11001
14,NI,899999063,110010671001,UNIDAD DE SERVICIOS DE SALUD DE LA UNIVERSIDAD NACIOANAL DE COLOMBIA UNISALUD,11001
14,NI,899999063,110010671002,UNIVERSIDAD NACIONAL DE COLOMBIA INSTITUTO DE GENETICA,11001
14,NI,899999063,110010671003,FACULTAD DE MEDICINALABORATORIO DE PATOLOGIA INTERFACULTADES,11001
14,NI,899999063,110010671007,AREA DE SALUD DE BIENESTAR DE LA UNIVERSIDAD NACIONAL DE COLOMBIA SEDE BOGOTA,11001
14,NI,899999063,110010671008,FACULTAD DE MEDICINATELEMEDICINA,11001
14,NI,899999063,110010671010,FACULTAD DE ODONTOLOGIA,11001
14,NI,899999063,110010671011,FACULTAD DE MEDICINALABORATORIO DEL MOVIMIENTO CORPORAL HUMANO,11001
14,NI,899999063,110010671012,FACULTAD DE MEDICINACENTRO DE LA COMUNICACION HUMANA,11001
14,NI,899999063,110010671013,FACULTAD DE CIENCIAS HUMANAS CENTRO DE PSICOLOGIA APLICADA SERVICIO DE ATENCION PSICOLOGICA,11001
14,NI,899999063,110010671014,FACULTAD DE MEDICINALABORATORIO DE NEUROFISIOLOGIA,11001
14,NI,890901522,053800961001,FUNDACION BERTA ARIAS DE BOTERO,05380
14,NI,900585277,056741276201,OPTICA SAN VICENTE,05674
14,NI,899999068,058930964001,ECOPETROL SA SERVICIO DE SALUD CASABE,05893
14,NI,900135550,080010282501,MEDICAL CARE GLOBAL LTDA,08001
14,NI,802015135,080010337301,centro medico deportivo universal y spa ltda,08001
14,NI,900451494,080010354901,Grupo Jesed,08001
14,NI,899999717,080010355901,DEFENSA CIVIL COLOMBIANA SECCIONAL ATLANTICO,08001
14,NI,900248604,080010356101,ORTOPEDISTAS Y TRAUMATOLOGOS ASOCIADOS LTDA,08001
14,NI,900428981,080010356701,Centro Medico ATTC,08001
14,NI,890104633,080010366501,UNIDAD DE SALUD UNIVERSIDAD SIMON BOLIVAR,08001
14,NI,860007766,085730073801,INSTITUTO DE HERMANOS DEL SAGRADO CORAZON,08573
14,NI,802003954,087580040501,AEROPUERTOS DEL CARIBE SA,08758
14,NI,900598665,087580079901,CRC INVICTA SAS,08758
14,NI,800016990,110010012902,ASOCIACION CENTRO DE EDUCACION ESPECIAL REHABILITACION Y CAPACITACION RENACER,11001
14,NI,899999063,110010671017,FACULTAD DE MEDICINA LABORATORIO DE MICOBACTERIAS,11001
14,NI,899999063,110010671018,FACULTAD DE MEDICINA CAMARA DE GESELL,11001
14,NI,860056070,110010679101,UNIVERSIDAD ANTONIO NARINO,11001
14,NI,860056070,110010679102,UNIVERSIDAD ANTONIO NARINO SEDE CIRCUNVALAR CLINICAS ODONTOLOGICAS,11001
14,NI,860056070,110010679104,UNIVERSIDAD ANTONIO NARINO SEDE SUR CLINICAS ODONTOLOGICAS,11001
14,NI,860056070,110010679109,UNIVERSIDAD ANTONIO NARINO SEDE SUR CONSULTORIO MEDICO,11001
14,NI,860056070,110010679110,UNIVERSIDAD ANTONIO NARINO SEDE SUR CENTRO DE ATENCION PSICOLOGIA,11001
14,NI,860007386,110010686301,CENTRO DE INVESTIGACIONES EN BIOQUIMICA,11001
14,NI,860007386,110010686302,DEPARTAMENTO MEDICO,11001
14,NI,860007386,110010686303,CONSULTORIO MEDICINA DEL DEPORTE,11001
14,NI,860007386,110010686304,CENTRO DE CONSEJERIA,11001
14,NI,860056392,110010701901,ASOCIACION MUTUAL SAN JORGE,11001
14,NI,860015542,110010719901,CLINICA DE OPTOMETRIA UNIVERSIDAD DE LA SALLE,11001
14,NI,860015542,110010719902,UNIVERSIDAD DE LA SALLE SEDE CENTRO,11001
14,NI,860015542,110010719903,UNIVERSIDAD DE LA SALLE SEDE CHAPINERO,11001
14,NI,860015542,110010719904,UNIVERSIDAD DE LA SALLE SEDE FLORESTA,11001
14,NI,860023975,110010735201,ASOCIACION DE OBRAS SOCIALES SAN MARTIN DE PORRES,11001
14,NI,899999124,110010738301,UNIVERSIDAD PEDAGOGICA NACIONAL,11001
14,NI,899999124,110010738302,INSTITUTO PEDAGOGICO NACIONAL,11001
14,NI,860523962,110010740801,FUNDACION CENTRO DE INVESTIGACION Y ESTUDIOS ODONTOLOGICOS CIEO,11001
14,NI,830020814,110010745801,HOPE WORLDWIDE COLOMBIA,11001
14,NI,860066789,110010747202,SERVICIO DE ODONTOLOGIA FEARC,11001
14,NI,860066789,110010747205,UNIVERSIDAD EL BOSQUE CONSULTORIO MEDICO BIENESTAR UNIVERSITARIO,11001
14,NI,860066789,110010747206,SERVCIO DE ODONTOLOGIA HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,11001
14,NI,860066789,110010747207,SERVICIO DE ODONTOLOGIA HOSPITAL SAN JOSE,11001
14,NI,860066789,110010747209,CONSULTORIO ODONTOLOGICO JARDIN INFANTIL OBRA SUIZA,11001
14,NI,860034667,110010760401,FUNDACIO UNIVERSIDAD AURTONOMA DE COLOMBIA,11001
14,NI,860023987,110010789801,COOPERATIVA NACIONAL DE ODONTOLOGOS,11001
14,NI,860032186,110010811601,FUNDACION PARA LA ASISTENCIA DE LA NINEZ ABANDONADAFANA,11001
14,NI,860007759,110010829301,COLEGIO MAYOR DE NUESTRA SENORA DEL ROSARIO,11001
14,NI,860007759,110010829302,UNIVERSIDAD DEL ROSARIO SEDE COMPLEMENTARIA,11001
14,NI,860031289,110010842301,FUNDACION LOS PISINGOS,11001
14,NI,800027704,110010877301,CENTRO COLOMBIANO DE FERTILIDAD Y ESTERILIDAD CECOLFES,11001
14,NI,800252683,110010901201,PROGRAMA DE SALUD CENTRO MEDICO,11001
14,NI,860020533,110010924701,CENTRO MYA,11001
14,NI,800219086,110010945701,DRC VISION CENTER TEUSAQUILLO,11001
14,NI,800219086,110010945702,DRC VISION CENTER HACIENDA SANTA BARBARA,11001
14,NI,830051999,110010961601,ASOCIACION CREEMOS EN TI,11001
14,NI,800144829,110011012701,MANUEL ELKIN PATARROYO MURILLO,11001
14,NI,900412859,080010347201,01PRESERVARSSO SAS,08001
14,NI,899999063,110010671016,FACULTAD DE MEDICINA  LABORATORIO DE LIPIDOS Y DIABETES,11001
14,NI,860066789,110010747201,UNIVERSIDAD EL BOSQUE,11001
14,NI,860023987,110010789802,COODONTOLOGOS VILLAS,11001
14,NI,860023987,110010789803,MAXILARX,11001
14,NI,860023987,110010789804,COODONTOLOGOS AMERICAS,11001
14,NI,860023987,110010789805,COODONTOLOGOS MAXILARX RESTREPO,11001
14,NI,890307400,110010809901,CENTRO DE ATENCION PSICOLOGICA FRAY ELOY LONDONO,11001
14,NI,860007759,110010829303,COLEGIO MAYOR DE NUESTRA SENORA DEL ROSARIO SEDE QUINTA DE MUTIS,11001
14,NI,860013720,110010847604,PONTIFICIA UNIVERSIDAD JAVERIANA,11001
14,NI,860005068,110011066501,CONGREGACION DE RELIGIOSOS CAPUCHINOS DE NUESTRA SENORA DE LOS DOLORES,11001
14,NI,860005068,110011066503,CENTRO DE INTERNAMIENTO PREVENTIVO AMIGONIANO,11001
14,NI,860005068,110011066504,ESCUELA DE TRABAJO EL REDENTOR,11001
14,NI,830040664,110011071801,Asociacion cristiana talita cumi,11001
14,NI,830040664,110011071802,CASA FELIPE,11001
14,NI,860034811,110011102201,ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO,11001
14,NI,830038247,110011104501,COLEGIO NUESTRA SENORA DE NAZARETH COMUNIDAD DOMINICAS HIJAS,11001
14,NI,800225340,110011107301,UNIVERSIDAD MILITAR NUEVA GRANADA,11001
14,NI,830042085,110011135901,FUNDACION CASA DE LA COMUNIDAD VEDRUNA,11001
14,NI,860509801,110011161901,FUNDACION HOGAR MADRE MARCELINA DE BOGOTA DC,11001
14,NI,860007314,110011162301,HOGAR CLARITA SANTOS,11001
14,NI,860090041,110011180301,ASOCIACION HOGAR PARA EL NINO ESPECIAL,11001
14,NI,860090041,110011180302,ASOCIACION HOGAR PARA EL NINO ESPECIAL,11001
14,NI,860090041,110011180303,ASOCIACION HOGAR PARA EL NINO ESPECIAL,11001
14,NI,899999717,110011238501,DEFENSA CIVIL COLOMBIANA SECCIONAL BOGOTA,11001
14,NI,860002304,110011290701,GENERAL MOTORS COLMOTORES SA,11001
14,NI,860011285,110011308201,FUNDACION UNIVERSIDAD INCCA DE COLOMBIA,11001
14,NI,800036578,110011343801,ALBACHIARA,11001
14,NI,800036578,110011343802,NUEVO AMANECER,11001
14,NI,830137589,110011367901,FUNDACION PARA EL DESARROLLO INTEGRAL DEL NINO ESPECIAL FUNDINES,11001
14,NI,860517647,110011370101,LABORATORIO DE IDENTIFICACION HUMANA UNIVERSIDAD MANUELA BELTRAN,11001
14,NI,899999230,110011434001,Universidad Distrital Francisco Jose de Caldas Sede Administrativa,11001
14,NI,899999230,110011434002,Universidad Distrital Francisco Jose de Caldas Sede Tecnologica,11001
14,NI,899999230,110011434003,Universidad Distrital Francisco Jose de Caldas Sede ASAB,11001
