CODIGO CUPS,DESCRIPCION DEL PROCEDIMIENTO,Codigo Sistema CUPS,,Codigo Grupo CUPS,,Codigo Ambito CUPS,Codigo Sexo CUPS,Codigo Nivel Atencion
314203,MICROENDOS COPIA LARINGEA DIAGNOSTICA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
314204,ESTROBOSCOPIA LARINGEA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
314205,VIDEO ESTROBOSCOPIA LARINGEA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
314300,BIOPSIA CERRADA DE LARINGE ENDOSCOPICA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
314400,BIOPSIA CERRADA DE TRAQUEA ENDOSCOPICA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
314501,BIOPSIA ABIERTA DE TRAQUEA +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
314502,BIOPSIA ABIERTA DE LARINGE +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
315000,RESECCION ABIERTA DE LESION DE TRAQUEA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
315100,RESECCION ENDOSCOPICA DE LESION EN TRÁQUEA SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
315101,RESECCION ENDOSCOPICA RIGID A O DE FIBRA OPTICA DE LESION EN TRÁQUEA CON PINZA DE BIOPSIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
315102,RESECCION ENDOSCOPICA RIGIDA O DE FIBRA OPTICA DE LESION EN TRÁQUEA CON LASER BRAQUITERAPIA CRIOTERAPIA ELECTROTERAPI,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316100,SUTURA DE LACERACION DE LARINGE SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316201,FISTULECTOMIA LARINGOTRAQUEAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316300,REVISION DE LARINGOSTOMIA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316401,REDUCCION ABIERTA DE FRACTURA LARINGEA CON SUTURA YO,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316402,REDUCCION ABIERTA DE FRACTURA LARINGEA CON MINIPLACAS DE FIJACION INTERNA DISPOSITIVOS DE FIJACION U OSTEOSINTESIS +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316403,REDUCCION DE LUXACION DE ARITENOIDES,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316501,ARITENOPEXIA VIA EXTERNA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316502,ARITENOEPIGLOTOPLASTIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316503,ARITENOPLASTIA +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
316700,REINERVACIÓN DE LARINGE CON PEDÍCULO NEUROMUSCULAR SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
317100,SUTURA DE LACERACION DE TRAQUEA TRAQUEORRAFIA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
317200,CIERRE DE FISTULA EXTERNA DE TRAQUEA SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
317201,CIERRE DE TRAQUEOSTOMIA+,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
317202,CIERRE DE FISTULA TRAQUEO CUTANEA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
317300,CIERRE DE FISTULA TRAQUEOESOFÁGICA SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
317301,CIERRE DE FISTULA TRAQUEOESOFAGICA CON ANASTOMOSIS ESOFÁGICA E INTERPOSICION DE TEJIDO MEDIASTINAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
317400,REVISION DE TRAQUEOSTOMIA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
317501,RECONSTRUCCION TRAQUEAL O LARINGOTRAQUEAL TERMINOTERMINAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319100,DILATACION DE LA LARINGE SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319200,DILATACION DE LA TRAQUEA SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319201,DILATACION ENDOSCOPICA DE LA TRAQUEA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319300,INSERCION DE MOLDE PROTESIS STENT LARINGEO SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319400,EXTRACCION DE MOLDE PROTESIS O STENT LARINGEO SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319401,EXTRACCION DE MOLDE PROTESIS O STENT LARINGEO VIA EXTERNA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319402,EXTRACCION DE MOLDE PROTESIS O STENT LARÍNGEO VIA ENDOSCOPICA +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319500,FISTULIZACION TRAQUEOESOFAGICA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
319601,INYECCION ENDOSCOPICA INTRATRAQUEAL DE SUSTANCIA TERAPEUTICA DE ACCION LOCAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
320001,RESECCION O ABLACION DE LESION O TEJIDO EN BRONQUIO CON BRONCOPLASTIA VIA ABIERTA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
320201,RESECCION ENDOSCOPICA DE LESION EN BRONQUIO CON PINZA DE BIOPSIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
320202,R ESECCION ENDOSCOPICA DE LESION EN BRONQUIO CON LASER O CRIOTERAPIA U OTRAS TECNICAS +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
322100,RESECCION O PLICATURA DE BULAS SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
322110,RESECCION DE BULAS PULMONARES POR TORACOSCOPIA º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
322200,REDUCCION QUIRURGICA DE VOLUMEN PULMONAR SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
322800,ESCISION O ABLACION ENDOSCOPICA DE LESION O TEJIDO PULMONAR SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
323100,LOBECTOMIA SEGMENTARIA LOBECTOMIA PARCIAL O RESECCION EN CUnA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
324200,LOBECTOMIA TOTAL PULMONAR SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
325100,NEUMONECTOMIA SIMPLE SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
325200,NEUMONECTOMIA RADICAL SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
325300,NEUMONECTOMIA CON DECORTICACION CONCOMITANTE PLEURONEUMONECTOMIA SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
325400,OBTENCIÓN PULMONAR PARA TRASPLANTE SOD,6,Sistema Respiratorio,11,Proced quirurgicos,H,A,SD
325500,OBTENCIÓN DE CORAZÓNPULMON SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
326101,DISECCION EN BLOQUE DE BRONQUIO LOBULO DE PULMON PLEJO BRAQUIAL ESTRUCTURA INT ERCOSTAL COSTILLA APOFISIS TRANSVERSAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
330101,EXTRACCION DE CUERPO EXTRAnO EN BRONQUIO O PULMON VIA ABIERTA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332000,BRONCOSCOPIA FIBROOPTICA CON PUNCION ASPIRACION TRANSTRAQUEAL O TRANSBRONQUIAL SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332001,BRONCOSCOPIA FIBROOPTICA CON PUNCION ASPIRACION TRANSTRAQUEAL O TRANSBRONQUIAL CON AGUJA +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332100,BRONCOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332200,BRONCOSCOPIA FIBROÓPTICA SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332201,BRONCOSCOPIA FIBROÓPTICA CON LAVADO BRONQUIAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332205,BRONCOSCOPIA FIBROÓPTICA CON APLICACIÓN O RETIRO DE FUENTE RADIACTIVA +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332300,BRONCOSCOPIA RIGIDA SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332301,BRONCOSCOPIA RIGIDA CON LAVADO BRONQUIAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332400,BIOPSIA CERRADA ENDOSCOPICA BRONQUIAL SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332500,BIOPSIA ABIERTA DE BRONQUIO SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332601,BIOPSIA PERCUTANEA DE PULMON CON AGUJA FINA O CORTANTE +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332700,BIOPSIA CERRADA ENDOSCOPICA TORACOSCOPIA DE PULMON,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332701,BRONCOSCOPIA FIBROOPTICA CON CEPILLADO BRONQUIAL +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
332801,BIOPSIA DE PULMON POR TORACOTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
334100,SUTURA DE LACERACION BRONQUIAL SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
334201,CIERRE DE FISTULA BRONCOCUTÁNEA O BRONCOPLEURAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
334202,CIERRE DE BRONCOSTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
334301,NEUMORRAFIA SIMPLE,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
334302,REPARACION DE LACERACION PULMONAR CON CONTROL DE HEMORRAGIA POR TORACOTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
334400,RECONSTRUCCION DE BRONQUIO BRONCOPLASTIA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
335100,TRASPLANTE UNILATERAL DE PULMON SOD,6,Sistema Respiratorio,11,Proced quirurgicos,H,A,SD
335200,TRASPLANTE BILATERAL DE PULMON SOD,6,Sistema Respiratorio,11,Proced quirurgicos,H,A,SD
336100,TRASPLANTE DE PULMON CORAZON SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,H,A,SD
339100,DILATACION ENDOSCOPICA DE BRONQUIO SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
339101,DILATACION ENDOSCOPICA DE BRONQUIO CON COLOCACION DE PROTESIS STENT,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
339400,EXTRACCION ENDOSCOPICA RIGIDA O DE FIBRA OPTICA DE CUERPO EXTRAnO DE BRONQUIO O PULMON SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
340101,TORACENTESIS DE DRENAJE O DESCOMPRESIVA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
340200,TORACOTOMIA EXPLORATORIA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
340300,TORACOSTOMIA ABIERTA CON RESECCION COSTAL SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
340400,TORACOSTOMIA PARA DRENAJE CERRADO TUBO DE TORAX SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
341100,EXPLORACION Y DRENAJE DE MEDIASTINO SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
341101,EXPLORACION Y DRENAJE DE MEDIASTINO POR MEDIASTINOTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
341102,EXPLORACION Y DRENAJE DE MEDIASTINO POR MEDIASTINOSCOPIA CERVICAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342000,TORACENTESIS DIAGNOSTICA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342100,TORACOSCOPIA TRANSPARIETAL DIAGNOSTICA SIN BIOPSIA SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342200,MEDIASTINOSCOPIA DIAGNOSTICA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342300,BIOPSIA DE PARED TORACICA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342400,BIOPSIA PLEURA SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342401,BIOPSIA DE PLEURA CON AGUJA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342402,BIOPSIA DE PLEURA POR TORACOTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342403,BIOPSIA PLEURAL POR TORACOSCOPIA º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342501,BIOPSIA PERCUTANEA AGUJA DE ORGANO O TEJIDO DE MEDIASTINO CON AGUJA FINA O CORTANTE +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342600,BIOPSIA ABIERTA DE ORGANO O TEJIDO DE MEDIASTINO SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
342700,BIOPSIA DE DIAFRAGMA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343200,RESECCION DE QUISTE O TUMOR BENIGNO DEL MEDIASTINO SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343201,RESECCION DE QUISTE O TUMOR BENIGNO DEL MEDIASTINO POR TORACOTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343202,RESECCION DE QUISTE O TUMOR BENIGNO DEL MEDIASTINO POR TORACOSCOPIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343300,RESECCION DE TUMOR MALIGNO DEL MEDIASTINO SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343301,RESECCION DE TUMOR MALIGNO DEL MEDIASTINO POR TORACOTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343302,RESECCION DE TUMOR MALIGNO DEL MEDIASTINO POR ESTERNOTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343303,RESECCION DE TUMOR MALIGNO DEL MEDIASTINO POR TORACOSCOPIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343401,EXTRACCION DE CUERPO EXTRAnO DE MEDIASTINO POR TORACOTOMIA CON O SIN RESECCION DE COSTILLA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
343402,EXTRACCION DE CUERPO EXTRAnO DE MEDIASTINO YO LIBERACION DE ADHERENCIAS POR TORACOSCOPIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
344101,ESCISION O ABLACION DE LESION DE PARED TORACICA POR TORACOTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
344300,EXTRACCION DE CUERPO EXTRAnO EN PARED TORACICA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
345100,PLEURECTOMIA PARIETAL SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
345300,DECORTICACIÓN PULMONAR SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
346100,PLEUROESCLEROSIS SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347000,RECONSTRUCCION DE LA PARED TORACICA SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347001,RECONSTRUCCION DE LA PARED TORACICA ANTERIOR CON COLGAJO MUSCULAR O DE EPIPLON +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347005,RECONSTRUC CION DE LA PARED TORACICA CON PROTESIS,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347100,SUTURA DE LACERACION DE PARED TORACICA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347200,CIERRE DE TORACOSTOMIA ABIERTA SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347300,TORACOPLASTIA CON CIERRE DE FISTULA BRONCOPLEURAL SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347400,CERCLAJE ESTERNAL SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347500,REPARACION DE DEFORMIDAD DE PECTUS SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347600,TORACOPLASTIA EXTRAPLEURAL SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347800,RECONSTRUCCION DEL ESTERNON SOD º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347801,RECONSTRUCCION DEL ESTERNON CON INTERPOSICION DE MUSCULOS,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
347802,RECONSTRUCCION DEL ESTERNON CON INTERPOSICION DE PROTESIS,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348101,ESCISION TRANSTORACICA DE LESION O TEJIDO DE DIAFRAGMA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348201,SUTURA DE LACERACION DIAFRAGMÁTICA VIA TRANSTORACICA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348202,SUTURA DE LACERACION DIAFRAGMÁTICA VIA ABDOMINAL POR LAPAROTOMIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348203,SUTURA DE LACERACION DIAFRAGMÁTICA VIA ABDOMINAL POR LAPAROSCOPIA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348301,FISTULECTOMIA TORACICOABDOMINAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348302,FISTULECTOMIA TORACICOGASTRICA,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348303,FISTULECTOMIA TORACICOINTESTINAL,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348500,IMPLANTACION DE MARCAPASOS DIAFRAGMATICO SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
348600,PLICATURA DE DIAFRAGMA POR EVENTRACIÓN SOD,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
349201,PLEURODESIS QUÍMICA +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
349202,PLEURODESIS MECANICA +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
349210,PLEURODESIS POR TORACOSCOPIA º,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
349400,CONTROL DE HEMORRAGIA DESPUES DE INTERVENCIONES INTRATORÁCICAS SOD +,6,Sistema Respiratorio,11,Proced quirurgicos,Z,A,SD
350100,COMISUROTOMIA O VALVULOTOMIA AORTICA CON BALON VÍA ENDOVASCULAR SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
350200,COMISUROTOMIA O VALVULOTOMIA MITRAL CON BALON VÍA ENDOVASCULAR SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
350300,COMISUROTOMIA O VALVULOTOMIA PULMONAR CON BALON VÍA ENDOVASCULAR SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
350400,COMISUROTOMIA O VALVULOTOMIA TRICUSPIDEA CON BALON VÍA ENDOVASCULAR SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
351100,COMISUROTOMIA VALVULOTOMIA O VALVULOPLASTIA AORTICA VIA ABIERTA SOD +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
351200,COMISUROTOMIA VALVULOTOMIA O VALVULOPLASTIA MITRAL VIA ABIERTA SOD +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
351300,COMISUROTOMIA VALVULOTOMIA O VALVULOPLASTIA PULMONAR VIA ABIERTA SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
351400,COMISUROTOMIA VALVULOTOMIA O VALVULOPLASTIA TRICUSPIDEA VIA ABIERTA SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
352100,REEMPLAZO DE LA VALVULA AORTICA CON PROTESIS MECANICA O BIOPROTESIS AUTOLOGA O HETEROLOGA SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
352200,REEMPLAZO DE VALVULA MITRAL CON PROTESIS O BIOPROTESIS AUTOLOGA O HETEROLOGA SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
352300,REEMPLAZO DE VALVULA TRICUSPIDE CON PROTESIS MECANICA O BIOPROTESIS AUTOLOGA O HETEROLOGA SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
352400,REEMPLAZO O RECONSTRUCCION DE DOS O TRES VALVULAS SOD +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
352500,REINTERVENCIÓN PARA SUSTITUCION DE PROTESIS VALVULARES SOD +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
352600,REEMPLAZO DE LA VALVULA AORTICA Y AORTA ASCENDENTE SOD,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
352700,REINTERVENCIÓN POR DISFUNCION PROTESICA VALVULAR SIN REEMPLAZO O SUSTITUCION SOD+,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
353101,REPARACION DE MUSCULO PAPILAR,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
353102,REIMPLANTACION DE MUSCULO PAPILAR,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
353201,REPARACION DE CUERDAS TENDINOSAS,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
353301,AMPLIACION DE ANILLO,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
353501,ESCISION DE TRABECULAS CARNOSAS DEL CORAZON,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
353502,RESECCION DE MEMBRANA SUBAORTICA,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
353901,COLOCACION DE PARCHE U HOMOINJERTO SUPRAVALVULAR,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
354100,ATRIOSEPTOSTOMIA QUIRURGICA CREACIÓN O AMPLIACION DE DEFECTO DE TABIQUE INTERAURICULAR BLALOCK HANLON SOD +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
354200,ATRIOSEPTOSTOMIA CON BALON O CUCHILLA PROCEDIMIENTO DE RASHKIND O PARKER SOD +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
355100,REPARACION DEFECTO DE TABIQUE INTERAURICULAR CIA SOD º,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
355101,REPARACION DE DEFECTO DE TABIQUE INTERAURICULAR CON PROTESIS +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
355102,REPARACION DE DEFECTO DE TABIQUE INTERAURICULAR CON PROTESIS VIA ENDOVASCULAR PERCUTANEA O CON CATETERISMO SOMBRILLA,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
355200,REPARACION DE DEFECTO DE TABIQUE INTERVENTRICULAR CIV,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
355201,REPARACION DE DEFECTO DE TABIQUE INTERVENTRICULAR CON PROTESIS +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
356100,ATRIOSEPTOPLASTIA CON INJERTO PARCHE DE TEJIDO SOD +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
356101,REPARACION DE DEFECTO INTERAURICULAR CON SUTURA,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
356200,REPARACION DE DEFECTO DE TABIQUE INTERVENTRICULAR CON INJERTO DE TEJIDO SODº,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
356201,REPARACION DE DEFECTO INTERVENTRICULAR CON PARCHE A TRAVES DE AURICULA DERECHA VENTRICULOTOMIA DERECHA O ARTERIOTOMIA PU,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
356202,REPARACION DE DEFECTO INTERVENTRICULAR CON PARCHE A TRAVES DE VENTRICULOTOMIA IZQUIERDA º,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358001,REPARACION DE CANAL ATRIOVENTRICULAR PARCIAL,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358002,REPARACION DE CANAL ATRIOVENTRICULAR COMPLETO RASTELLY A B C,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358100,REPARACION DE TETRALOGIA DE FALLOT SOD º,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358101,REPARACION DE TETRALOGIA DE FALLOT CON ESTENOSIS DE RAMAS PULMONARES,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358102,REPARACION TRANSATRIAL DE LA TETRALOGIA DE FALLOT CON ESTENOSIS PULMONAR,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358103,REPARACION TRANSVENTRICULAR DE LA TETRALOGIA DE FALLOT +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358104,REPARACION DE TETRALOGIA DE FALLOT CON ESTENOSIS DE BIFURCACION DEL TRONCO PULMONAR,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358105,REPARACION DE TETRALOGIA DE FALLOT CON CORONARIA ANOMALA DESCENDENTE ANTERIOR ORIGINADA DE LA CORONARIA DERECHA,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358106,REPARACION DE TETRALOGIA DE FALLOT CON FISTULA SISTEMICO PULMONAR PREVIA,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358200,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO SOD º,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358201,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL SUPRACARDIACO +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358202,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL INFRACARDIACO +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358203,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A SENO CORONARIO O INTRACARDIACO +,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358204,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A AURICULA DERECHA,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358205,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A VENA INFRADIAFRAGMATICA,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
358206,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL MIXTO,7,Sistema Circulatorio,11,Proced quirurgicos,Z,A,SD
